date,hour,pa,ppt,swin,ta,Tcns
2023-08-09,12,91105.0,0.0,21.30699920654297,20.230010986328125,25.62409725595457
2023-08-09,13,91078.296875,0.0,164.56700134277344,21.33001708984375,26.19595819846659
2023-08-10,11,90869.796875,0.0,0.0,18.550018310546875,27.257769312375803
2023-08-10,12,90850.8984375,0.0,19.267000198364254,18.209991455078125,27.27275937967658
2023-08-10,13,90782.8984375,0.0,164.4219970703125,20.100006103515625,28.93527634777904
2023-08-11,11,90627.703125,0.0,0.0,21.6300048828125,26.02789392828693
2023-08-11,12,90633.0,0.0,17.042999267578125,21.529998779296875,27.84865265085836
2023-08-11,13,90645.1015625,0.0,163.0970001220703,22.740020751953125,28.87759635596845
2023-08-12,11,91285.6015625,0.0,0.0,18.75,25.355693989817897
2023-08-12,12,91353.5,0.0,14.675999641418455,18.17999267578125,26.51809896917565
2023-08-12,13,91349.3984375,0.0,160.53599548339844,20.050018310546875,26.305654548345142
2023-08-13,11,91021.296875,0.0,0.0,20.67001342773437,22.00288403641127
2023-08-13,12,91054.5,0.0,12.14900016784668,20.14999389648437,23.0915729462055
2023-08-13,13,91108.796875,0.0,155.88699340820312,21.45001220703125,24.07868144498763
2023-08-14,11,92108.5,0.0,0.0,11.82000732421875,22.71077234595075
2023-08-14,12,92175.3984375,0.0,10.13599967956543,11.470001220703123,23.589493650499044
2023-08-14,13,92109.703125,0.0,158.3260040283203,13.910003662109377,24.339495971156477
2023-08-15,11,92037.1015625,0.0,0.0,14.6400146484375,25.135553419931178
2023-08-15,12,92042.5,0.0,7.804999828338623,14.260009765625,26.61579800360805
2023-08-15,13,92000.0,0.0,157.17799377441406,16.52001953125,27.54880396537042
2023-08-16,11,91167.796875,0.0,0.0,16.760009765625,28.46283196450238
2023-08-16,12,91099.0,0.0,5.36299991607666,16.32000732421875,30.179637137193176
2023-08-16,13,90995.203125,0.0,153.9320068359375,19.010009765625,31.197323660780963
2023-08-17,11,91318.3984375,0.0,0.0,18.550018310546875,23.42810508538138
2023-08-17,12,91408.3984375,0.0,2.9030001163482666,17.740020751953125,24.66365187994653
2023-08-17,13,91467.5,0.0,148.58399963378906,19.39999389648437,25.30908812566281
2023-08-18,11,91057.703125,0.0,0.0,18.64999389648437,26.571334221108263
2023-08-18,12,91010.203125,0.0,0.5419999957084656,18.6400146484375,28.501762699852808
2023-08-18,13,91004.3984375,0.0,144.93499755859375,20.6300048828125,30.327005431944947
2023-08-19,11,90962.1015625,0.0,0.0,22.540008544921875,29.03730584474383
2023-08-19,12,90989.3984375,0.0,0.0,22.20001220703125,30.37849457811481
2023-08-19,13,90986.703125,0.0,143.43099975585938,24.89999389648437,31.267929686625173
2023-08-20,11,91751.203125,0.0,0.0,19.94000244140625,27.19761600655001
2023-08-20,12,91749.5,0.0,0.0,19.30999755859375,28.18447578556684
2023-08-20,13,91720.3984375,0.0,140.9010009765625,21.69000244140625,29.82745826865301
2023-08-21,11,91720.6015625,0.0,0.0,22.42999267578125,29.81618362075101
2023-08-21,12,91692.3984375,0.0,0.0,21.760009765625,30.876844183326494
2023-08-21,13,91693.3984375,0.0,141.43499755859375,24.67001342773437,31.38811884479759
2023-08-22,11,91648.796875,0.0,0.0,23.029998779296875,30.262690887516623
2023-08-22,12,91567.3984375,0.0,0.0,22.39999389648437,31.309243190897952
2023-08-22,13,91544.3984375,0.0,137.8820037841797,25.529998779296875,31.675185027538586
2023-08-23,11,91556.5,0.0,0.0,22.959991455078125,29.037305975257738
2023-08-23,12,91560.1015625,0.0,0.0,22.33001708984375,30.194030187876127
